Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,Attribute24,Attribute25,Attribute26,Attribute27,Attribute28,Attribute29,Attribute30,Attribute31,Attribute32,Attribute33,Attribute34
0.36641405439646985,0.0,-0.9283015259455426,-0.46634314413542294,-1.1764317495681444,-0.29097032758617625,-1.130003401832797,-0.21686005248319953,-1.1263647530955074,-0.3901912031908984,-0.8601651551399159,-0.30065959803830994,-0.483979839156467,-0.5754621814574018,-0.5863845783741207,-0.1573286135410357,-0.6403609250264084,-0.004422628230274487,-0.6263772979920579,0.06053643203586897,-0.5804082500221848,-0.016585487377992546,-0.6830476346757288,-0.0979393653800266,-0.5524805814997701,0.2888252849611692,-0.767770358122903,-0.06378877564923507,-0.42105128706934547,0.1825735230999947,-0.5640260617640689,-0.08766916575257495,-0.36338317494049466,0.37144425669667736
-2.729152956884052,0.0,-3.320424748888337,2.1798022586427215,0.7499827160172559,-2.4127552629577216,-3.144117167518958,1.6899864812114676,-1.1263647530955074,-0.3901912031908984,0.917622227467276,1.72700371034991,-2.2925564367835807,-0.5689338684258216,0.9831314533213885,2.0076423071788714,-2.270087614880773,-1.9589374311041974,1.019684653149813,-1.858554532772693,-2.233676177227196,-1.934716002100228,1.0393853995489377,1.8933086179678522,1.0335061034282351,-1.8156316307727864,0.8686568515556573,1.8856444271248096,1.0847719507429148,1.9645136947023873,-0.6087161148758821,0.0030472669053634893,-2.578081109736845,-2.1124992263593514
0.36641405439646985,0.0,0.7138500178589342,2.1798022586427215,0.7499827160172559,0.7964444517917405,0.1288177017210538,-2.1237065861778666,0.955064643009499,1.7188843598420989,-0.8157204705747361,-0.23729511965117805,0.9504219161133939,1.8461352047833706,-0.5863845783741207,-0.1573286135410357,0.9893657648279564,-1.9589374311041974,1.019684653149813,1.9796273968444311,1.0728596771828265,1.901545027344243,-0.08702498686520334,1.8933086179678522,1.0335061034282351,2.046678490419343,0.8686568515556573,1.8856444271248096,1.0847719507429148,1.9645136947023873,-2.2536551797851523,1.8898283122035844,-0.6823738376196543,-0.03477216171244021
0.36641405439646985,0.0,-0.14262651512151148,-0.16032864325443066,0.27219340026276484,-0.40463434657402997,0.10883769316544702,-0.2395515262341661,-0.0030589366055574028,-0.3190520844497954,0.23683632717167802,-0.09949512121311462,0.2876706450236036,-0.23603057866277932,0.3976705831783296,-0.1315654595844688,0.5140233811981338,0.04598430853584399,0.3664778890781843,0.09099240564738084,0.21013487472943532,-0.06987115307697624,0.3697159926557713,0.0952791968536056,0.17293186610742967,0.19215166262773023,0.10262796291531244,0.10602217269740433,0.4257548642425413,-0.2729809554663215,0.5913094181565772,-0.0231601218138288,0.5024432074535898,-0.10073999601497964
0.36641405439646985,0.0,0.20359494536073938,-0.38863741629534887,-0.1408876535927126,0.06964824002957157,0.33480111653777744,-0.03597659029692342,0.3215816063049403,-0.6236025957517601,0.32736126069403615,-0.7775254549050514,0.7549513958925287,-0.5774755864110668,0.5705841643902239,-0.06748232033115954,0.38706767205847886,-0.012142961701626482,0.42111068523658307,-0.16702937457113032,0.7297900496085145,-0.5017957823821292,0.4889270758783065,-0.5105911347378999,0.4688661348373082,-0.08674575122355346,0.11363088373693099,-0.0838988920993961,0.3977551567234493,-0.4199957019357472,0.045756117688654965,0.13355591180864143,0.47527772224415055,-0.06350712701650699
0.36641405439646985,0.0,0.5861450501175494,-0.09262531645856929,-0.005923056133799434,0.625725635891746,0.7293055798227258,-0.9820584979895324,0.8119247434393577,-0.035275967443705605,0.8500129733067244,-0.11693302566525332,0.9451682911817008,-0.02140974557160792,0.8510723744145283,-0.046980045711942024,0.7388441780635434,-0.4993839569100668,0.8119351742961973,-0.21738632148770698,0.8227367724759801,0.48467956003436924,0.6311087389081526,-0.04319317184511292,0.7675370296418671,0.06552582530444624,0.6171926161594223,0.08730077932378415,1.059715052065719,0.17803907336310748,0.756334934093647,-0.18929119285233714,0.9449202418384632,-0.34071747198169783
0.36641405439646985,0.0,0.19108869358382288,0.0245003048391956,0.34686122494885496,-0.23701333667967786,0.4525864895551041,-0.1445333634601608,0.2521659359448384,-0.18038036618037584,0.3451924681415863,0.3309980757907884,0.5601943309093009,-0.03816778276170791,0.5859654215008399,0.02543823158613886,0.5115461966295552,-0.15791067569996367,0.42073209098782033,0.06053643203586897,0.577226485286036,0.20121823256871726,0.5180908647920109,0.2525110120741853,0.46580249055244616,0.4137903289323406,0.15936424708002545,0.3669790596752368,0.49460970737953386,0.338795174035187,0.4328723733880974,0.28034747713284297,0.40680477557527756,0.2792555068382939
0.36641405439646985,0.0,0.17977255286309676,-0.9568463753874492,0.3676087087432096,-0.07289327192868886,0.4576419151069764,0.07423913935062831,0.03049370525965512,-0.2794225546204054,0.917622227467276,0.12971193916708976,0.49554555744429984,0.4012425953078316,0.49341106111175576,0.5554880621059938,0.16915691635805166,0.33345434574254057,0.4325837370360418,0.005938294087065386,0.3685510075142195,0.7991570579230797,0.27129639714755693,0.863258052373067,0.939359281865339,1.2268838556457076,-0.2361076408682205,0.9750639794689169,-0.42151594109701324,1.9645136947023873,0.0025475990988793186,0.9411736704380919,-0.1025148972244481,1.000580011871762
0.36641405439646985,0.0,0.7138500178589342,0.04350713494135032,0.6445115240264553,-0.13357632108031506,0.8831435892458348,0.03543481238994188,0.955064643009499,-0.43049563720045897,0.8259950657677012,-0.15805403755936642,0.8809086751190472,0.11021406109626483,0.9024897196128733,0.0856677226005667,0.840995446983615,0.38880620495993007,0.9660394941620993,0.3726765774619816,1.067817210004851,0.2569015614111038,0.88838906324068,0.3314539020690694,0.8900828010363497,0.5487008214655816,0.6395546674695463,0.5421163762774696,0.888033993546689,0.43681814834737487,0.7564569428189913,0.5610816288627654,0.9019445579795666,0.6127722552554161
0.36641405439646985,0.0,-2.6736296469095806,-2.3564340425875225,-3.102846215153545,1.830814607785369,0.8841103638533642,0.9904979672562527,-1.0532025098224165,-2.4992667662238954,-2.637952537747108,-2.32832290642653,0.9504219161133939,1.8461352047833706,0.8055093240144078,-2.3222995342609427,-2.270087614880773,1.9500921746436486,0.7536810418452866,1.9796273968444311,1.0728596771828265,-1.934716002100228,-2.237444815474018,-1.8436329202515112,-1.012182127591798,2.046678490419343,0.8686568515556573,-1.6301101970292156,-2.3571097356851087,-1.9784860765038805,-2.351697905508221,1.8898283122035844,1.2133334344975362,0.6635726819860331
