mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
1.2348803223463358,0.2295676113803604,1.206152254175466,1.2197704652751473,-0.1460243441685778,0.03235202320579956,0.7550408523462506,0.7157691138195733,-0.43408465979900557,-0.842719430537337,1.6452265191150175,1.1309532178818462,1.3719552976273401,1.2631301893653206,1.243796481384667,0.08851917129478015,0.5727327753488713,1.117749382808063,0.3281301466362801,0.13616108420008532,1.0319170382833847,0.25697330340454366,0.9672865257872371,0.929025131806985,0.0508970147109339,-0.2760562676752544,0.344756012321369,0.5155091816925447,-0.9581122876139397,-0.5520755503538837
-0.2879295314818249,2.0845245165832123,-0.3182887346078555,-0.35620264391289197,-0.7111370420534546,-0.6823364283970225,-0.7485196185332474,-0.4327194028866929,-0.6926149770273796,-0.7227191192903126,-0.6376010464233799,0.6764097948887795,-0.6661969197048881,-0.5351752164635832,-0.6915711767247826,-0.6474728614105157,-0.5226354967592326,-0.41422791622716015,-0.399631823425731,-0.9109576640859153,-0.41727674969807466,1.8884141877720475,-0.46050697061207746,-0.4667973449672987,-1.1206649954682144,-0.7356022738001613,-0.7951271692551358,-0.5358475210852028,-0.7313037716377241,-1.089351457610867
0.5298757603888539,-0.29295546050776683,0.5098734575791073,0.42270703172252133,0.060473273654115,0.16648599112491222,0.06680822851464628,0.2549303642973999,0.1803931956423481,-0.039302712554211514,1.098352968290021,0.1984177032492451,0.824696737439674,0.8007834698854622,-0.089553575613015,-0.33890138695777683,-0.042972415838882345,-0.022840140340346923,-0.20649991221419545,-0.14911865828701928,0.7416606455896924,-0.07063187922828536,0.639092744455467,0.6222112954330152,-0.05480782831274925,-0.2017546715762545,0.036834548841809756,0.1005398118263638,-0.18318319136186897,-0.14719585337188276
-0.35278995118191336,0.015808172880672242,-0.33303346206519013,-0.42541384597226584,-0.04387783570824228,0.14381546133576656,-0.22852724549341433,-0.5164848355459247,-0.19428842352920836,0.38801546895958167,-0.5145544974877556,-1.1825285056535009,-0.20508552140299627,-0.46865050862475477,-0.43897169356492005,0.3790997293925007,0.3624025014972454,-0.3078342160840154,0.9139209766686195,0.2655024744720163,-0.4068358722630496,-0.6171892693493866,-0.2578698927806272,-0.45831484478519496,-0.16932140825507164,0.4332430026479714,0.3414090398922432,-0.2480950383312817,1.1982868604932633,0.40656090993592875
0.23941388086237145,1.5335001862284596,0.21907466605945194,0.14926605309450305,0.4418692297038563,-0.13597666047860815,0.4332009127220821,0.4121516379039581,-0.6214254693847833,0.27679566829160857,0.9080557529691607,0.5122691143635054,0.6459289275148584,0.5463264624019432,1.166743588643595,-0.07012800019947266,0.5210673447079922,0.8647960611420851,0.10685981127471976,0.372983348078269,0.44722790192198947,1.2381425941038695,0.4042384789153015,0.2919352245128007,1.4691036586120085,-0.12682869231675875,0.6235110017756903,0.5700307047406564,-0.42030118533700334,0.5559873381301
0.20557366188841253,-0.04356944892479678,0.1793458170771892,0.06615588012976285,-0.4752447455371404,-0.12577492207349256,-0.37581634727435725,-0.034769162807143,0.2478358870932293,-0.6188164107715475,-0.4432392303869284,-0.4942198936925712,-0.3514859005614803,-0.3683882703819489,-0.5713016615332831,-0.2424046537808604,-0.5110184176802185,0.007820868346438373,-0.6579937178941425,-0.37464632188793595,-0.024699758141137385,0.0808237830944297,0.03991327211581357,-0.14157467841089086,-0.05921219677206887,0.2940055578574087,-0.4403480917678177,0.5139946949412084,0.10891868527416682,0.025303773293447535
-0.7109322686563141,-0.910482727284645,-0.7217208608710395,-0.69119620797896,1.367801608552939,-0.6060123114402315,-0.6199098544246091,-0.4391628977066338,0.734921992016253,0.3382592423449629,-0.23298852064407502,-0.8703004639070727,-0.2598611734690957,-0.3764662706195209,0.8370912127426605,-0.7973971643690019,-0.4758614678358333,-0.09336046031995297,-0.10673640840956132,-0.270808867725963,-0.6908277384957274,-1.241120747831005,-0.7110181871882544,-0.6710992642469069,0.5882299667479864,-0.9016881944920435,-0.7831736962939728,-0.5500836965477652,-0.2295758423570037,-0.34057123103492765
-0.1807688380642879,-0.34283266282436103,-0.2625864308801468,-0.2600444574451553,-1.2424458594406664,-1.2160384838498302,-0.8734692421520422,-0.9577353608154775,-0.8986898675717363,-1.1046713294790116,-0.5529834497078906,-0.10100375792872775,-0.5944906115456305,-0.4313491545865545,-1.104306671755221,-1.1079312842422882,-0.6550090557385263,-1.0386393581335411,-0.8856591496534358,-0.9900198660267857,-0.18131291966651125,0.06600746830199024,-0.2669027491475566,-0.2691731385970064,-1.2175611015732573,-1.1219705735149608,-0.796083447092029,-0.9558146972307939,-0.9684217656128584,-1.188236593915833
-0.4120103343863421,0.5050797765577367,-0.4354274027411252,-0.44413490882439166,-0.6538174186008922,-0.7344786469120578,-0.7327431509046117,-0.5386504577265213,-0.4453251083741521,0.017770606209616246,1.1951643671522838,0.9487750999362125,1.1160036143366574,0.31539069090429556,-0.8262462327330911,-0.4195879209136168,-0.3153623489810315,0.8816596159198168,1.7094709685466003,0.740240028061668,-0.5467436298923836,-0.36201940347959527,-0.5640837236195351,-0.5572171873339804,-1.7073268742496526,-1.0373042169517306,-1.054947857538975,-1.018211551385855,-1.23646819358475,-0.854224577952392
-0.9619138927131778,1.1701091407789899,-0.973200379171136,-0.8577002063758964,-1.0631383194095734,-0.7342897258304816,-0.9301383138741016,-1.06650155337608,0.6112770576896392,0.07777076183312943,0.4136525022908868,1.2554115360823288,0.3421730387846703,-0.17522902940706467,0.41062020204968325,-0.37597357823478433,-0.5901979829819206,-0.9048040552157235,0.5494004819978409,-0.3156229268906039,-0.6970922649567426,0.9467550698525595,-0.7188466627062596,-0.6905909667930179,-0.5392883588379608,-0.5782577173552204,-1.006751454559566,-1.2467476021625217,0.27558857959002214,-0.4394563673398945
